Term,Section,Title,Capacity,Day,Time,Location,Start Date,End Date,Prerequisites,Equipment,Waivers,HealthForms,GIR Points,Swim GIR,Fee Amount,Tags
2026Q4,PE.0201-1,SCUBA Diving,18,TR,6:45 PM,Other,4/16/2026,5/12/2026,"Q4 2026. Tue/Thu dates: 4/16, 4/23, 4/28, 4/30, 5/5, 5/7, 5/12. Meet at Alumni Wang pool/Classroom 66-160 after. All participants must complete PE&W Swim/Boat test by 3/11 to register along with passing SCUBA pre-test on day 1, able to lift 40 lbs and in good health. Must complete all documentation forms from PE&W to confirm registration by 3/16 @5p. Attendance is required on the first and last day.","Bathing suit or shorts and shirt. Equipment provided by United Divers for pool sessions. A mask, booties, fins and a snorkel must be purchased for open water dives.","Waivers, Emergency Contact and Insurance Information required. Forms will be sent from the PE&W office using the student's MIT email by the close of online registration. Check SPAM folders if emails are being forwarded from an MIT email account. UD SDI Medical waiver must be completed and sent to UD before day 1 of class. Waivers are located on the UD website. Note: by answering NO to any question, a doctor's signature is NOT needed. Contact traininguniteddivers@gmail.com with any questions.","United Divers(UD) SDI Medical Waiver located on the UD website- due prior to day 1 of class. Note: by answering NO to any question, a doctor's signature is NOT needed.",4,N,$365.00
2026Q4,PE.0202-1,"Swimming, Beginner",10,MW,1:00 PM,Zesiger Teaching Pool,4/1/2026,5/11/2026,None,Swim attire needed. Students should bring a filled water bottle and towel. It is recommended to leave your clothing/bags in a locked locker or bring with you on the pool deck.,None,None,2,Y,$20.00satisfies swim requirement
2026Q4,PE.0202-2,"Swimming, Beginner",10,MW,2:00 PM,Zesiger Teaching Pool,4/1/2026,5/11/2026,None,Swim attire needed. Students should bring a filled water bottle and towel. It is recommended to leave your clothing/bags in a locked locker or bring with you on the pool deck.,None,None,2,Y,$20.00satisfies swim requirement
2026Q4,PE.0202-3,"Swimming, Beginner",10,TR,11:00 AM,Zesiger Teaching Pool,4/2/2026,5/12/2026,None,Swim attire needed. Students should bring a filled water bottle and towel. It is recommended to leave your clothing/bags in a locked locker or bring with you on the pool deck.,None,None,2,Y,$20.00satisfies swim requirement
2026Q4,PE.0202-4,"Swimming, Beginner",10,TR,1:00 PM,Zesiger Teaching Pool,4/2/2026,5/12/2026,None,Swim attire needed. Students should bring a filled water bottle and towel. It is recommended to leave your clothing/bags in a locked locker or bring with you on the pool deck.,None,None,2,Y,$20.00satisfies swim requirement
2026Q4,PE.0202-5,"Swimming, Beginner",10,MW,11:00 AM,Zesiger Teaching Pool,4/1/2026,5/11/2026,None,Swim attire needed. Students should bring a filled water bottle and towel. It is recommended to leave your clothing/bags in a locked locker or bring with you on the pool deck.,None,None,2,Y,$20.00satisfies swim requirement
2026Q4,PE.0300-1,Ballroom,20,TR,7:00 PM,Du Pont T Club Lounge,4/2/2026,5/12/2026,None,"Workout clothes, footwear and water bottle.",None,None,2,N,$0.00
2026Q4,PE.0402-1,Jogging/Running,20,TR,1:00 PM,Johnson Indoor Track& Steinbrenner Track,4/2/2026,5/12/2026,This course is in-person and will be held outdoors with indoor rain back up. Meet in Zesiger Center Lobby on day 1.,"Work out clothes,running shoes recommended, and a filled water bottle.",None,None,2,N,$0.00
2026Q4,PE.0403-1,Group Exercise - Cardio Kickboxing,20,MW,6:00 PM,Du Pont T Club Lounge,4/1/2026,5/11/2026,None,"Workout clothes, footwear and water bottle",None,None,2,N,$0.00
2026Q4,PE.0405-1,Group Exercise - Pilates,20,TR,2:00 PM,Du Pont T Club Lounge,4/2/2026,5/12/2026,None,"Workout clothes, footwear and water bottle.",None,None,2,N,$0.00
2026Q4,PE.0411-1,Group Exercise- Yoga,20,MW,8:00 AM,Du Pont T Club Lounge,4/1/2026,5/11/2026,None,Workout clothes and water bottle.,None,None,2,N,$0.00
2026Q4,PE.0411-2,Group Exercise- Yoga,20,MW,5:00 PM,Du Pont T Club Lounge,4/1/2026,5/11/2026,None,Workout clothes and water bottle.,None,None,2,N,$0.00
2026Q4,PE.0411-3,Group Exercise- Yoga,20,TR,3:00 PM,Du Pont T Club Lounge,4/2/2026,5/12/2026,None,Workout clothes and water bottle.,None,None,2,N,$0.00
2026Q4,PE.0411-4,Group Exercise- Yoga,20,TR,5:00 PM,Du Pont T Club Lounge,4/2/2026,5/12/2026,None,Workout clothes and water bottle.,None,None,2,N,$0.00
2026Q4,PE.0414-1,Weight Training,16,TR,11:00 AM,Du Pont Varsity Weight Room,4/2/2026,5/12/2026,Students must attend first 4 classes.,"Workout clothes, footwear and water bottle.",None,None,2,N,$0.00
2026Q4,PE.0442-1,"Boot Camp, Introduction",20,MW,1:00 PM,Roberts Field/Steinbrenner Track/Johnson Track& infield,4/1/2026,5/11/2026,Meet in Zesiger Center Lobby on day 1.,"Work out clothes, footwear, and a filled water bottle.",None,None,2,N,$10.00
2026Q4,PE.0444-1,Group Exercise- HIIT,20,TR,6:00 PM,Du Pont T Club Lounge,4/2/2026,5/12/2026,None,"Workout clothes, footwear and water bottle.",None,None,2,N,$0.00
2026Q4,PE.0545-1,Fitness(Strength Circuit)/Resiliency,16,MW,6:00 PM,Du Pont Multi-Purpose Room,4/1/2026,5/11/2026,None,Workout clothes and filled water bottle.,None,None,2,N,$0.00Wellness Wizard
2026Q4,PE.0546-1,Fitness(Strength Circuit)/Stress Management,16,MW,5:00 PM,Du Pont Multi-Purpose Room,4/1/2026,5/11/2026,None,"Sneakers/footwear, comfortable workout clothing and water bottle.",None,None,2,N,$0.00Wellness Wizard
2026Q4,PE.0600-1,Archery,14,MW,10:00 AM,Rockwell Cage North,4/1/2026,5/11/2026,Students must attend first 4 classes.,"Work out clothes, footwear, and a filled water bottle.",None,None,2,N,$15.00
2026Q4,PE.0600-2,Archery,14,TR,1:00 PM,Rockwell Cage North,4/2/2026,5/12/2026,Students must attend first 4 classes.,"Work out clothes, footwear, and a filled water bottle.",None,None,2,N,$15.00
2026Q4,PE.0600-3,Archery,14,TR,2:00 PM,Rockwell Cage North,4/2/2026,5/12/2026,Students must attend first 4 classes.,"Work out clothes, footwear, and a filled water bottle.",None,None,2,N,$15.00
2026Q4,PE.0603-1,"Fencing, Sabre",14,MW,1:00 PM,Du Pont Fencing Room,4/1/2026,5/11/2026,Students must attend first 4 classes.,Workout clothes,None,None,2,N,$15.00
2026Q4,PE.0603-2,"Fencing, Sabre",14,MW,2:00 PM,Du Pont Fencing Room,4/1/2026,5/11/2026,Students must attend first 4 classes.,Workout clothes,None,None,2,N,$15.00
2026Q4,PE.0603-3,"Fencing, Sabre",14,TR,1:00 PM,Du Pont Fencing Room,4/2/2026,5/12/2026,Students must attend first 4 classes.,Workout clothes,None,None,2,N,$15.00
2026Q4,PE.0603-4,"Fencing, Sabre",14,TR,2:00 PM,Du Pont Fencing Room,4/2/2026,5/12/2026,Students must attend first 4 classes.,Workout clothes,None,None,2,N,$15.00
2026Q4,PE.0608-1,Pistol,14,MW,1:00 PM,Du Pont Pistol Range,4/1/2026,5/11/2026,"Students must attend first 4 classes, though attendance at all classes is strongly recommended.","Baseball style hats (old fashioned type with the brim to the front, not the rear), are mandatory. All other equipment will be provided. If students own their own protective shooting glasses and/or hearing protection they may use same after approval by the instructor.",None,None,2,N,$35.00Pirate certificate
2026Q4,PE.0608-2,Pistol,14,MW,2:00 PM,Du Pont Pistol Range,4/1/2026,5/11/2026,"Students must attend first 4 classes, though attendance at all classes is strongly recommended.","Baseball style hats (old fashioned type with the brim to the front, not the rear), are mandatory. All other equipment will be provided. If students own their own protective shooting glasses and/or hearing protection they may use same after approval by the instructor.",None,None,2,N,$35.00Pirate certificate
2026Q4,PE.0609-1,"Pistol, Intermediate",14,MW,11:00 AM,Du Pont Pistol Range,4/1/2026,5/11/2026,"Student must have successfully completed the MIT PEandW Beginner Pistol Course. Note: Student must attend first 4 classes, though attendance at all classes is strongly recommended. Contact mlavita@mit.edu if you have  questions about the prerequisite.","Baseball style hats (old fashioned type with the brim to the front, not the rear), are mandatory. All other equipment will be provided. If students own their own protective shooting glasses and/or hearing protection they may use same after approval by the instructor.",None,None,2,N,$35.00Pirate certificate
2026Q4,PE.0616-1,Squash,12,MW,11:00 AM,Zesiger Squash Courts,4/1/2026,5/11/2026,None,"Work out clothes, footwear(non-marking or gum soled), and a filled water bottle.",None,None,2,N,$10.00
2026Q4,PE.0620-1,Tennis,16,MW,11:00 AM,Outdoor Courts (7-12)/Johnson Infield Tennis Courts,4/1/2026,5/11/2026,This is an outdoor course with indoor rain back up. Meet in the lobby on day 1.,"Work out clothes, footwear, and a filled water bottle. Court shoes recommended.",None,None,2,N,$10.00
2026Q4,PE.0626-1,Rifle,14,TR,1:00 PM,Du Pont Pistol Range,4/2/2026,5/12/2026,"Students must attend first 4 classes, though attendance at all classes is strongly recommended.","Baseball style hats (old fashioned type with the brim to the front, not the rear), are mandatory. All other equipment will be provided. If students own their own protective shooting glasses and/or hearing protection they may use same after approval by the instructor.",None,None,2,N,$35.00Pirate certificate
2026Q4,PE.0629-1,Triathlon,16,TR,2:00 PM,Johnson Indoor Track/Steinbrenner Track,4/2/2026,5/12/2026,"Beginners only, swim 100 yards continuously with rotary breathing(front crawl) without stopping, ability to ride a stationary bike and jog each 20 minutes continuously. First class meeting at Z pool - be prepared to swim.",Swim suit and sneakers (running shoes preferred). Goggles will be provided.,,Please inform your instructor of any physical issues so they can provide accommodations.,2,Y,$20.00
2026Q4,PE.0639-1,"Archery, Intermediate",14,MW,11:00 AM,Rockwell Cage North,4/1/2026,5/11/2026,Beginner Archery course or equivalent (email instructor using physicaleducationandwellness@mit.edu address). Students must attend first 4 classes.,"Work out clothes, footwear, and a filled water bottle.",None,None,2,N,$15.00Pirate certificate
2026Q4,PE.0646-1,Pickleball,16,TR,11:00 AM,Rockwell Cage South,4/2/2026,5/12/2026,None,"Work out clothes, court shoes recommended, and a filled water bottle.",None,None,2,N,$10.00
2026Q4,PE.0646-2,Pickleball,16,TR,1:00 PM,Rockwell Cage South,4/2/2026,5/12/2026,None,"Work out clothes, court shoes recommended, and a filled water bottle.",None,None,2,N,$10.00
2026Q4,PE.0657-1,Spec Tennis,16,MW,1:00 PM,Rockwell Cage South,4/1/2026,5/11/2026,None,Comfortable clothing and court shoes recommended.,None,None,2,N,$10.00
